1-1	你 知 道 计 算 机 应 用 基 础 这 本 书 的 作 者 是 谁 吗 ？	计 算 机 应 用 基 础 ( 含 职 业 模 块 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 2010 年 中 国 铁 道 出 版 社 出 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 中 国 电 力 出 版 社 出 版 书 籍 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 2010 年 8 月 中 国 铁 道 出 版 社 出 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 电 子 工 业 出 版 社 出 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 国 家 行 政 学 院 出 版 社 出 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 机 械 工 业 出 版 社 出 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 人 民 邮 电 出 版 社 09 年 出 版 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 机 械 工 业 出 版 社 2013 版 - 边 军 辉 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 北 大 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 2011 年 中 国 铁 道 出 版 社 出 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 中 国 铁 道 出 版 社 出 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 12 年 中 国 铁 道 出 版 社 出 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 周 斌 、 刘 海 明 主 编 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 哈 尔 滨 工 程 大 学 出 版 社 出 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 清 华 大 学 出 版 社 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 2011 年 机 械 工 业 出 版 社 新 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 曹 敏 、 余 胜 泉 主 编 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 北 京 航 空 航 天 大 学 出 版 社 出 版 图 书 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 人 民 邮 电 出 版 社 中 职 教 材 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 杨 飞 宇 编 著 《 计 算 机 应 用 基 础 项 目 教 程 》 )
2-1	计 算 机 应 用 基 础 这 本 书 的 出 版 社 是 那 个 ？	计 算 机 应 用 基 础 ( 含 职 业 模 块 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2004 年 高 等 教 育 出 版 社 图 书 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2007 年 中 国 铁 道 出 版 社 出 版 图 书 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2009 年 同 济 大 学 数 学 系 编 辑 教 材 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 北 大 版 高 等 数 学 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 微 积 分 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2010 年 中 国 科 学 技 术 大 学 出 版 社 出 版 图 书 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 西 南 交 通 大 学 09 版 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2007 年 同 济 大 学 数 学 系 编 辑 教 材 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2008 年 清 华 大 学 出 版 社 图 书 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 21 世 纪 高 等 院 校 教 材 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2010 年 清 华 大 学 出 版 社 有 限 公 司 出 版 图 书 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 基 础 学 科 名 称 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 化 学 工 业 出 版 社 《 高 等 数 学 》 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2009 年 电 子 工 业 出 版 社 出 版 图 书 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2014 年 同 济 大 学 数 学 系 编 辑 教 材 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2011 年 清 华 大 学 出 版 社 图 书 )
3-1	告 诉 我 高 等 数 学 的 出 版 时 间 是 什 么 时 候 ？	高 等 数 学 ( 2014 年 机 械 工 业 出 版 社 出 版 图 书 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 英 国 台 球 运 动 员 ： 史 蒂 夫 · 戴 维 斯 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	埃 德 加 · 戴 维 斯 ( 荷 兰 足 球 运 动 员 ： 埃 德 加 · 戴 维 斯 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 英 国 斯 诺 克 球 员 ： 马 克 · 戴 维 斯 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 南 达 科 他 州 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 台 湾 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 小 说 《 斗 罗 大 陆 》 人 物 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 英 国 作 曲 家 ： 彼 得 · 马 克 斯 韦 尔 · 戴 维 斯 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 魔 术 师 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	约 翰 · 弗 朗 西 斯 · 戴 维 斯
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 洛 杉 矶 快 船 篮 球 队 员 里 基 戴 维 斯 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	埃 德 加 · 戴 维 斯
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	davis
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 加 利 福 尼 亚 州 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 港 督 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	davies
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 美 国 电 影 演 员 ： 贝 特 · 戴 维 斯 )
4-1	我 想 知 道 戴 维 斯 是 什 么 国 家 的 人 ？	戴 维 斯 ( 指 挥 大 师 ： 科 林 · 戴 维 斯 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2004 年 高 等 教 育 出 版 社 图 书 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2007 年 中 国 铁 道 出 版 社 出 版 图 书 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2009 年 同 济 大 学 数 学 系 编 辑 教 材 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 北 大 版 高 等 数 学 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 微 积 分 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2010 年 中 国 科 学 技 术 大 学 出 版 社 出 版 图 书 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 西 南 交 通 大 学 09 版 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2007 年 同 济 大 学 数 学 系 编 辑 教 材 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2008 年 清 华 大 学 出 版 社 图 书 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 21 世 纪 高 等 院 校 教 材 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2010 年 清 华 大 学 出 版 社 有 限 公 司 出 版 图 书 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 基 础 学 科 名 称 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 化 学 工 业 出 版 社 《 高 等 数 学 》 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2009 年 电 子 工 业 出 版 社 出 版 图 书 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2014 年 同 济 大 学 数 学 系 编 辑 教 材 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2011 年 清 华 大 学 出 版 社 图 书 )
5-1	你 知 道 高 等 数 学 的 isbn 吗 ？	高 等 数 学 ( 2014 年 机 械 工 业 出 版 社 出 版 图 书 )
6-1	告 诉 我 高 等 院 校 素 质 教 育 “ 十 二 五 ” 规 划 教 材 的 名 字 是 什 么 ？	高 等 院 校 素 质 教 育 “ 十 二 五 ” 规 划 教 材
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( mc ( menstrual cycle ) 月 经 周 期 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( 主 持 人 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	召 唤 与 进 化
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( mileycyrus 的 名 字 缩 写 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	我 的 世 界 ( 手 机 游 戏 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	鑫 米
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( 杂 志 ( microcomputer ) )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( 滚 石 群 星 演 唱 歌 曲 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( 经 济 学 用 语 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( nba 球 员 麦 迪 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	国 际 残 疾 人 奥 林 匹 克 委 员 会 管 理 委 员 会
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( 中 国 制 造 计 量 器 具 许 可 证 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	我 的 世 界 ( 刀 剑 神 域 版 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( 其 他 释 义 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( 施 工 总 承 包 管 理 方 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( 国 家 计 量 标 准 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( mc 甲 基 纤 维 素 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( 万 事 达 卡 国 际 组 织 )
7-1	你 知 道 mc 的 外 文 名 是 什 么 吗 ？	mc ( 物 料 控 制 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 华 东 师 范 大 学 生 命 医 学 研 究 所 pi )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 湖 南 省 衡 阳 市 美 协 副 主 席 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 青 海 省 果 洛 藏 族 自 治 州 人 民 政 府 副 州 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 话 剧 演 员 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 上 海 新 视 界 眼 科 医 院 斜 弱 视 专 科 主 任 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 中 国 人 民 大 学 商 学 院 会 计 系 副 教 授 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 河 南 省 政 协 副 主 席 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 玉 雕 大 师 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	大 乾
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 中 南 林 业 科 技 大 学 教 授 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 华 中 科 技 大 学 教 授 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 评 剧 旦 角 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 三 国 时 期 蜀 汉 将 领 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 全 国 政 协 委 员 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 全 国 模 范 教 师 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 京 剧 演 员 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 湘 西 州 公 安 局 副 局 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 四 川 省 国 土 资 源 厅 党 委 委 员 、 副 厅 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 西 安 音 乐 学 院 党 委 委 员 , 纪 委 书 记 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 昌 黎 县 政 府 副 县 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 央 视 记 者 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 山 东 大 学 副 教 授 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 原 四 川 省 林 业 厅 党 组 书 记 、 厅 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 登 云 ( 清 末 北 洋 海 军 将 领 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 北 京 润 视 眼 科 医 院 近 视 眼 手 术 专 家 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 高 级 农 艺 师 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 中 学 高 级 教 师 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 四 川 省 成 都 市 高 新 区 芳 草 街 街 道 党 工 委 书 记 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 浙 江 省 地 方 税 务 局 副 局 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 京 剧 武 生 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 中 国 人 民 解 放 军 高 级 将 领 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 北 京 歌 舞 剧 院 女 高 音 歌 唱 演 员 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 共 和 国 开 国 上 将 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 摄 影 师 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 西 宁 市 副 市 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 中 华 民 族 博 物 馆 馆 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 《 武 警 生 活 》 编 辑 部 主 任 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 上 将 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 江 西 省 地 方 税 务 局 党 组 书 记 、 局 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 黑 龙 江 讷 河 市 委 副 书 记 、 市 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 四 川 工 艺 美 术 学 会 秘 书 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 北 京 师 范 大 学 副 教 授 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 陕 西 省 公 路 局 党 委 副 书 记 、 局 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 成 都 市 公 安 局 副 局 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 厦 门 大 学 嘉 庚 学 院 中 文 系 讲 师 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 临 沧 市 临 翔 区 人 力 资 源 和 社 会 保 障 局 科 员 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 上 将
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 浙 江 大 学 生 物 医 学 工 程 学 系 教 授 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 华 源 潍 拖 副 总 经 理 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 泾 县 中 学 优 秀 班 主 任 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 四 川 省 富 顺 县 气 象 局 局 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 安 徽 工 业 大 学 教 师 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 唐 山 市 人 事 局 副 局 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 南 通 市 人 大 常 委 会 副 主 任 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 将 军
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 三 国 蜀 镇 北 大 将 军 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 湖 南 省 工 商 局 纪 检 组 组 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 宁 夏 书 画 院 创 作 员 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 中 国 国 家 画 院 研 究 员 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 辽 宁 省 桓 仁 满 族 自 治 县 第 九 届 政 协 委 员 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 福 州 大 学 外 国 语 学 院 副 教 授 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 府 谷 县 人 民 政 府 副 县 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 相 声 演 员 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 上 海 交 通 大 学 教 授 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 福 州 大 学 外 国 语 学 院 教 授 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 南 京 师 范 大 学 教 授 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 中 国 评 剧 院 旦 角 演 员 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 重 庆 市 大 足 区 区 委 常 委 、 人 武 部 政 委 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 湖 北 中 医 药 大 学 副 校 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	何 平
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 西 南 交 通 大 学 教 授 、 国 家 杰 青 基 金 获 得 者 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 中 国 鲁 艺 书 画 研 究 院 副 秘 书 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 教 师 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 天 津 中 医 药 大 学 第 一 附 属 医 院 骨 伤 科 主 任 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 三 国 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 上 海 新 视 界 眼 科 医 院 斜 弱 视 专 家 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 正 宁 县 人 大 常 委 会 党 组 副 主 任 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 政 协 甘 肃 省 第 七 届 委 员 会 副 主 席 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 成 都 树 德 联 合 学 校 校 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 开 国 上 将 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 上 海 市 教 育 委 员 会 副 主 任 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 山 西 省 晋 城 市 泽 州 县 金 村 镇 水 东 中 学 教 师 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 中 国 醉 荷 画 院 院 长 )
8-1	王 平 的 出 生 日 期 是 哪 一 年 呀 ？	王 平 ( 原 重 庆 市 发 改 委 党 组 副 书 记 、 副 主 任 )
